timestamp,status_code,elapsed_s,state
2026-09-25T05:23:58Z,200,0.39,up
2026-09-25T05:55:01Z,200,0.99,up
2026-09-25T06:05:46Z,200,0.30,up
2026-09-25T10:10:30Z,200,0.28,up
2026-09-25T15:14:03Z,200,0.32,up
2026-09-25T19:14:56Z,200,0.92,up
2026-09-25T22:21:09Z,200,0.32,up
2026-09-26T01:31:10Z,200,0.84,up
2026-09-26T07:37:52Z,200,0.39,up
2026-09-26T13:02:58Z,200,0.67,up
2026-09-26T17:08:04Z,200,0.64,up
2026-09-26T19:49:56Z,200,0.29,up
