timestamp,status_code,elapsed_s,state,detail
2026-09-25T06:05:49Z,200,0.43,ok,pre_spec:ok
2026-09-25T10:10:33Z,200,0.40,ok,pre_spec:ok
2026-09-25T15:14:06Z,200,0.47,ok,pre_spec:ok
2026-09-25T19:15:00Z,200,0.56,ok,pre_spec:ok
2026-09-25T22:21:13Z,200,0.44,ok,pre_spec:ok
2026-09-26T01:31:14Z,200,0.49,ok,pre_spec:ok
2026-09-26T07:37:56Z,200,1.01,ok,pre_spec:ok
